Teil,Menge Anzahl Einheiten,"Spezifikationen SKU-ID, Leistungseinheiten usw.",Instance,Name der Größe,vCPUs (Anzahl),Arbeitsspeicher (GB),Größe Name,Basis-CPU-Leistung der VM (%)1,Anfängliches Guthaben (Menge),Guthabenbildung/Stunde (Menge),Max. gebildetes Guthaben (Menge),Max. Remotespeicherdatenträger (Menge),SSD Premium-Datenträger-IOPS ohne Zwischenspeicherung,SSD Premium-Durchsatz ohne Zwischenspeicherung (MB/s),SSD Premium-Burst1-IOPS ohne Zwischenspeicherung,SSD Premium-Burst1-Durchsatz ohne Zwischenspeicherung (MB/s),Max. NICs (Anzahl),Maximale Netzwerkbandbreite (MBit/s),Maximale Netzwerkbandbreite (MB/s),Disk Ultra- und SSD Premium v2-IOPS ohne Zwischenspeicherung,Disk Ultra- und SSD Premium v2-Durchsatz ohne Zwischenspeicherung (MB/s),Disk Ultra- und SSD Premium v2-IOPS ohne Burstzwischenspeicherung1,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Burstzwischenspeicherung1,Max. temporäre Speicherdatenträger (Menge),Temporäre Datenträgergröße (GiB),Random Read (RR) des temporären Datenträgers1 – IOPS,Random Read1-Durchsatz (MB/s) des temporären Datenträgers,Random Write (RW) des temporären Datenträgers1 – IOPS,Random Write1-Durchsatz (MB/s) des temporären Datenträgers,SSD Premium-Durchsatz (MB/s) ohne Zwischenspeicherung,SSD Premium-Burst-IOPS1 ohne Zwischenspeicherung,SSD Premium-Burstdurchsatz (MB/s)1 ohne Zwischenspeicherung,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Zwischenspeicherung,vCPUs (Menge),Arbeitsspeicher (GiB),Max. Remotespeicher (Menge),Nicht zwischengespeicherte Speicher-IOPS,Nicht zwischengespeicherte Speichergeschwindigkeit (MBps),Nicht zwischengespeicherter Storage Burst1 IOPS,Nicht zwischengespeicherter Storage Burst1 Speed (MBps),Nicht zwischengespeicherter Special2 Storage IOPS,Nicht zwischengespeicherter Special2 Storage-Geschwindigkeit (MBps),Nicht zwischengespeicherter Burst1 Special2 Storage IOPS,Nicht zwischengespeicherte Burst1 Special Storage-Geschwindigkeit (MBps),Max Temp Storage (Menge),Temporäre Speichergröße (GiB),Temp ReadWrite Storage IOPS,Temp ReadWrite Storage Speed (MBps),Temp ReadOnly Storage IOPS,Temp ReadOnly Storage Speed (MBps),Random Read-Durchsatz (MB/s)1 des temporären Datenträgers,Kerne (Anzahl),EPC-Arbeitsspeicher (GiB),EPC-Speicher (MiB),ReadWrite-IOPS des temporären Datenträgers,ReadWrite-Geschwindigkeit (MBit/s) des temporären Datenträgers,ReadOnly-IOPS des temporären Datenträgers,ReadOnly-Geschwindigkeit (MBit/s) des temporären Datenträgers,Size,vCPU,Memory: GiB,Temporärer Speicher (SSD): GiB,Max. Anzahl Datenträger,Maximaler Durchsatz (temporärer Speicher): IOPS/MBit/s,Maximaler Durchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Maximaler Burstdurchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBps,Maximaler Burst nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Maximale Anzahl NICs,Netzwerkbandbreite,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MBit/s,Max. Netzwerkbandbreite (MBit/s),Maximaler temporärer Speicherdurchsatz: IOPS/MB/s,Größe,RAM (GiB),Maximaler Durchsatz des temporären Datenträgers in IOPS/MBit/s,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MB/s,Maximaler Burst-Datenträgerdurchsatz ohne Cache: IOPS/MBit/s,Maximaler nicht zwischengespeicherter SSD Premium-Durchsatz: IOPS/MBit/s,Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Maximaler temporärer Speicherdurchsatz: IOPS/MBit/s*,Maximaler SSD Premium-Durchsatz ohne Cache: IOPS/MBit/s,Maximaler temporärer Speicherdurchsatz: IOPS/MB/s*,Größe1,Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,NIC (max),Burstdatenträgerdurchsatz ohne Cache: IOPS/MBit/s1,Erwartete ausgehende Netzwerkbandbreite (MBit/s),Maximaler Durchsatz (Cache und temporärer Speicher): IOPS/MBit/s,Burstdurchsatz für Cache- und temporären Speicher: IOPS/MBit/s1,Maximaler Durchsatz (Cache und temporärer Speicher): IOPS/MBps (Cachegröße in GiB),Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MBps,Erwartete Netzwerkbandbreite (MBit/s),Max. NVMe-Datenträger (Anzahl),NVMe-Datenträgergröße (TB),NVMe-Datenträger-IOPS,NVMe-Datenträgerdurchsatz (MB/s),SSD Premium-Burst1 Durchsatz ohne Zwischenspeicherung (MB/s),Nicht zwischengespeicherte Datenträger-IOPS,Nicht zwischengespeicherte Datenträgergeschwindigkeit (MBit/s),Maximale Bandbreite (Mbps),Beschleuniger (Anzahl),Arbeitsspeicher der Beschleuniger (GB),NVMe-Datenträgergröße (TiB),Größe des Betriebssystemdatenträgers (GB),Größe des temporären Datenträgers (GB),Max. Bandbreite (MBit/s),Basis-CPU-Frequenz (GHz),Spitzenfrequenz für Einzelkern (GHz),Spitzenfrequenz für alle Kerne (GHz),Arbeitsspeicherbandbreite (GB/s),RDMA-Leistung (GB/s),Speicherbandbreite (GB/s),Lokale SSD (Menge),Größe der lokalen SSD (GB)
,,,dcsv2-series,,,,Standard_DC1s_v2,,,,,,,,,,,,,,,,,1.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dcsv2-series,,,,Standard_DC2s_v2,,,,,,,,,,,,,,,,,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dcsv2-series,,,,Standard_DC4s_v2,,,,,,,,,,,,,,,,,1.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dcsv2-series,,,,Standard_DC8_v2,,,,,,,,,,,,,,,,,1.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dcsv2-series,,,,Standard_DC1s_v2,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dcsv2-series,,,,Standard_DC2s_v2,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dcsv2-series,,,,Standard_DC4s_v2,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dcsv2-series,,,,Standard_DC8_v2,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dcsv2-series,Standard_DC1s_v2,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dcsv2-series,Standard_DC2s_v2,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dcsv2-series,Standard_DC4s_v2,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dcsv2-series,Standard_DC8_v2,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prozessor,2 – 64 vCPUs,AMD EPYC 9004 (Genoa) [x86-64],fasv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbeitsspeicher,8–256GiB,,fasv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lokaler Speicher,Keine,,fasv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remotespeicher,4–32 Datenträger,4.000–115.200 IOPS 90–2.880 MBit/s,fasv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,2–8 NICs,12.500–36.000 MBit/s,fasv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schnellinfos,Keine,,fasv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,Standard_F2as_v6,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,Standard_F4as_v6,4.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,Standard_F8as_v6,8.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,Standard_F16as_v6,16.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,Standard_F32as_v6,32.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,Standard_F48as_v6,48.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,Standard_F64as_v6,64.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,,,,Standard_F2as_v6,,,,,4.0,4000.0,,,,,,,8000.0,,20000.0,1250.0,,,,,,,90.0,20000.0,1250.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,,,,Standard_F4as_v6,,,,,8.0,7600.0,,,,,,,15200.0,,20000.0,1250.0,,,,,,,180.0,20000.0,1250.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,,,,Standard_F8as_v6,,,,,16.0,15200.0,,,,,,,30400.0,,80.0,1250.0,,,,,,,360.0,40.0,1250.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,,,,Standard_F16as_v6,,,,,32.0,30400.0,,,,,,,60800.0,,80.0,1250.0,,,,,,,720.0,40.0,1250.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,,,,Standard_F32as_v6,,,,,32.0,57.6,,,,,,,115.2,,115.2,1.7,,,,,,,1440.0,57.6,1.7,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,,,,Standard_F48as_v6,,,,,32.0,86400.0,,,,,,,172800.0,,172800.0,2550.0,,,,,,,2160.0,86400.0,2550.0,2160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,,,,Standard_F64as_v6,,,,,32.0,115.2,,,,,,,230400.0,,230400.0,3400.0,,,,,,,2880.0,115.2,3400.0,2880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,Standard_F2as_v6,,,,,,,,,,,,,2.0,,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,Standard_F4as_v6,,,,,,,,,,,,,2.0,,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,Standard_F8as_v6,,,,,,,,,,,,,4.0,,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,Standard_F16as_v6,,,,,,,,,,,,,8.0,,16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,Standard_F32as_v6,,,,,,,,,,,,,8.0,,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,Standard_F48as_v6,,,,,,,,,,,,,8.0,,28000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fasv6-series,Standard_F64as_v6,,,,,,,,,,,,,8.0,,36000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prozessor,2 – 64 vCPUs,AMD EPYC 9004 (Genoa) [x86-64],falsv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbeitsspeicher,4 – 128 GiB,,falsv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lokaler Speicher,Keine,,falsv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remotespeicher,4–32 Datenträger,4.000–115.200 IOPS 90–2.880 MBit/s,falsv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,2–8 NICs,12.500–36.000 MBit/s,falsv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schnellinfos,Keine,,falsv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,Standard_F2als_v6,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,Standard_F4als_v6,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,Standard_F8als_v6,8.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,Standard_F16als_v6,16.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,Standard_F32als_v6,32.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,Standard_F48als_v6,48.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,Standard_F64als_v6,64.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,,,,Standard_F2als_v6,,,,,4.0,4000.0,,,,,,,8000.0,,20000.0,1250.0,,,,,,,90.0,20000.0,1250.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,,,,Standard_F4als_v6,,,,,8.0,7600.0,,,,,,,15200.0,,20000.0,1250.0,,,,,,,180.0,20000.0,1250.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,,,,Standard_F8als_v6,,,,,16.0,15200.0,,,,,,,30400.0,,80.0,1250.0,,,,,,,360.0,40.0,1250.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,,,,Standard_F16als_v6,,,,,32.0,30400.0,,,,,,,60800.0,,80.0,1250.0,,,,,,,720.0,40.0,1250.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,,,,Standard_F32als_v6,,,,,32.0,57.6,,,,,,,115.2,,115.2,1.7,,,,,,,1440.0,57.6,1.7,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,,,,Standard_F48als_v6,,,,,32.0,86400.0,,,,,,,172800.0,,172800.0,2550.0,,,,,,,2160.0,86400.0,2550.0,2160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,,,,Standard_F64als_v6,,,,,32.0,115.2,,,,,,,230400.0,,230400.0,3400.0,,,,,,,2880.0,115.2,3400.0,2880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,Standard_F2als_v6,,,,,,,,,,,,,2.0,,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,Standard_F4als_v6,,,,,,,,,,,,,2.0,,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,Standard_F8als_v6,,,,,,,,,,,,,4.0,,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,Standard_F16als_v6,,,,,,,,,,,,,8.0,,16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,Standard_F32als_v6,,,,,,,,,,,,,8.0,,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,Standard_F48als_v6,,,,,,,,,,,,,8.0,,28000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,falsv6-series,Standard_F64als_v6,,,,,,,,,,,,,8.0,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prozessor,2 – 64 vCPUs,AMD EPYC 9004 (Genoa) [x86-64],famsv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbeitsspeicher,16–512 GiB,,famsv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lokaler Speicher,Keine,,famsv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remotespeicher,4–32 Datenträger,4.000–115.200 IOPS 90–2.880 MBit/s,famsv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,2–8 NICs,12.500–36.000 MBit/s,famsv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schnellinfos,Keine,,famsv6-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,famsv6-series,Standard_F2ams_v6,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,famsv6-series,Standard_F4ams_v6,4.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,famsv6-series,Standard_F8ams_v6,8.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,famsv6-series,Standard_F16ams_v6,16.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,famsv6-series,Standard_F32ams_v6,32.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
