InstanceType,vCPUs,MemoryGiB,Storage,BaseClockSpeedGhz,Region
i4i.metal,128,1024.0,30000,3.5,ca-central-1
c5d.24xlarge,96,192.0,3600,3.6,ca-central-1
m6i.8xlarge,32,128.0,N/A,3.5,ca-central-1
t3.xlarge,4,16.0,N/A,2.5,ca-central-1
r5b.large,2,16.0,N/A,3.1,ca-central-1
m5ad.large,2,8.0,75,2.2,ca-central-1
c6in.12xlarge,48,96.0,N/A,3.5,ca-central-1
r5.4xlarge,16,128.0,N/A,3.1,ca-central-1
t3.2xlarge,8,32.0,N/A,2.5,ca-central-1
t4g.2xlarge,8,32.0,N/A,2.5,ca-central-1
c5d.2xlarge,8,16.0,200,3.4,ca-central-1
m6in.24xlarge,96,384.0,N/A,3.5,ca-central-1
g4ad.8xlarge,32,128.0,1200,3.0,ca-central-1
m6in.32xlarge,128,512.0,N/A,3.5,ca-central-1
d2.2xlarge,8,61.0,12288,2.4,ca-central-1
r5n.4xlarge,16,128.0,N/A,3.1,ca-central-1
m5ad.8xlarge,32,128.0,1200,2.5,ca-central-1
m7i-flex.2xlarge,8,32.0,N/A,3.2,ca-central-1
m5ad.2xlarge,8,32.0,300,2.2,ca-central-1
t4g.medium,2,4.0,N/A,2.5,ca-central-1
r6gd.large,2,16.0,118,2.5,ca-central-1
g6.48xlarge,192,768.0,7520,3.4,ca-central-1
g4ad.2xlarge,8,32.0,300,3.0,ca-central-1
p3.2xlarge,8,61.0,N/A,2.7,ca-central-1
r7i.8xlarge,32,256.0,N/A,3.2,ca-central-1
r7g.xlarge,4,32.0,N/A,2.6,ca-central-1
c5a.xlarge,4,8.0,N/A,3.3,ca-central-1
d3.8xlarge,32,256.0,47520,3.1,ca-central-1
c6id.16xlarge,64,128.0,3800,3.5,ca-central-1
m7g.16xlarge,64,256.0,N/A,2.6,ca-central-1
t3.large,2,8.0,N/A,2.5,ca-central-1
m7g.12xlarge,48,192.0,N/A,2.6,ca-central-1
c6gn.4xlarge,16,32.0,N/A,2.5,ca-central-1
x2iedn.metal,128,4096.0,3800,3.5,ca-central-1
m6id.32xlarge,128,512.0,7600,3.5,ca-central-1
i4g.large,2,16.0,468,2.5,ca-central-1
c5n.9xlarge,36,96.0,N/A,3.4,ca-central-1
r6i.4xlarge,16,128.0,N/A,3.5,ca-central-1
r5d.4xlarge,16,128.0,600,3.1,ca-central-1
i4i.4xlarge,16,128.0,3750,3.5,ca-central-1
c5a.4xlarge,16,32.0,N/A,3.3,ca-central-1
m6g.metal,64,256.0,N/A,2.5,ca-central-1
c7g.xlarge,4,8.0,N/A,2.6,ca-central-1
m6in.16xlarge,64,256.0,N/A,3.5,ca-central-1
c6in.8xlarge,32,64.0,N/A,3.5,ca-central-1
r6i.24xlarge,96,768.0,N/A,3.5,ca-central-1
g6.8xlarge,32,128.0,900,3.4,ca-central-1
m6g.xlarge,4,16.0,N/A,2.5,ca-central-1
inf1.xlarge,4,8.0,N/A,2.5,ca-central-1
g4dn.metal,96,384.0,1800,2.5,ca-central-1
m5d.16xlarge,64,256.0,2400,3.1,ca-central-1
c5a.12xlarge,48,96.0,N/A,3.3,ca-central-1
m5d.large,2,8.0,75,3.1,ca-central-1
m5.12xlarge,48,192.0,N/A,3.1,ca-central-1
u-3tb1.56xlarge,224,3072.0,N/A,2.1,ca-central-1
c6g.12xlarge,48,96.0,N/A,2.5,ca-central-1
c4.large,2,3.75,N/A,2.9,ca-central-1
c6in.16xlarge,64,128.0,N/A,3.5,ca-central-1
t3.nano,2,0.5,N/A,2.5,ca-central-1
u-6tb1.56xlarge,224,6144.0,N/A,2.1,ca-central-1
c6a.12xlarge,48,96.0,N/A,3.6,ca-central-1
c7i-flex.large,2,4.0,N/A,3.2,ca-central-1
m7g.8xlarge,32,128.0,N/A,2.6,ca-central-1
r7i.2xlarge,8,64.0,N/A,3.2,ca-central-1
t4g.large,2,8.0,N/A,2.5,ca-central-1
c7i-flex.4xlarge,16,32.0,N/A,3.2,ca-central-1
g5.12xlarge,48,192.0,3800,3.3,ca-central-1
r5.16xlarge,64,512.0,N/A,3.1,ca-central-1
m5a.8xlarge,32,128.0,N/A,2.5,ca-central-1
c5a.24xlarge,96,192.0,N/A,3.3,ca-central-1
c7i.xlarge,4,8.0,N/A,3.2,ca-central-1
c5.24xlarge,96,192.0,N/A,3.6,ca-central-1
r5d.16xlarge,64,512.0,2400,3.1,ca-central-1
r5n.24xlarge,96,768.0,N/A,3.1,ca-central-1
d3.xlarge,4,32.0,5940,3.1,ca-central-1
m5.4xlarge,16,64.0,N/A,3.1,ca-central-1
r5b.2xlarge,8,64.0,N/A,3.1,ca-central-1
r5d.xlarge,4,32.0,150,3.1,ca-central-1
r5d.24xlarge,96,768.0,3600,3.1,ca-central-1
x2iedn.4xlarge,16,512.0,475,3.5,ca-central-1
u-6tb1.112xlarge,448,6144.0,N/A,2.1,ca-central-1
m5d.24xlarge,96,384.0,3600,3.1,ca-central-1
m6i.16xlarge,64,256.0,N/A,3.5,ca-central-1
m6in.metal,128,512.0,N/A,3.5,ca-central-1
t3a.medium,2,4.0,N/A,2.2,ca-central-1
r5.metal,96,768.0,N/A,3.1,ca-central-1
r7i.metal-24xl,96,768.0,N/A,3.2,ca-central-1
m6i.32xlarge,128,512.0,N/A,3.5,ca-central-1
r5b.24xlarge,96,768.0,N/A,3.1,ca-central-1
r6g.12xlarge,48,384.0,N/A,2.5,ca-central-1
m4.16xlarge,64,256.0,N/A,2.3,ca-central-1
r4.xlarge,4,30.5,N/A,2.3,ca-central-1
c5d.4xlarge,16,32.0,400,3.4,ca-central-1
r6i.16xlarge,64,512.0,N/A,3.5,ca-central-1
c6a.8xlarge,32,64.0,N/A,3.6,ca-central-1
t3.micro,2,1.0,N/A,2.5,ca-central-1
r4.2xlarge,8,61.0,N/A,2.3,ca-central-1
t2.micro,1,1.0,N/A,2.5,ca-central-1
c6gn.medium,1,2.0,N/A,2.5,ca-central-1
is4gen.2xlarge,8,48.0,7500,2.5,ca-central-1
c7i-flex.xlarge,4,8.0,N/A,3.2,ca-central-1
c6in.large,2,4.0,N/A,3.5,ca-central-1
r5ad.2xlarge,8,64.0,300,2.2,ca-central-1
c5.metal,96,192.0,N/A,3.6,ca-central-1
c4.xlarge,4,7.5,N/A,2.9,ca-central-1
c5d.18xlarge,72,144.0,1800,3.4,ca-central-1
i4g.4xlarge,16,128.0,3750,2.5,ca-central-1
m7g.xlarge,4,16.0,N/A,2.6,ca-central-1
r5a.4xlarge,16,128.0,N/A,2.5,ca-central-1
r6gd.4xlarge,16,128.0,950,2.5,ca-central-1
inf1.6xlarge,24,48.0,N/A,2.5,ca-central-1
c7i.metal-48xl,192,384.0,N/A,3.2,ca-central-1
c7i.24xlarge,96,192.0,N/A,3.2,ca-central-1
m6g.large,2,8.0,N/A,2.5,ca-central-1
i3.xlarge,4,30.5,950,2.3,ca-central-1
i4i.2xlarge,8,64.0,1875,3.5,ca-central-1
c6id.32xlarge,128,256.0,7600,3.5,ca-central-1
c6a.metal,192,384.0,N/A,3.6,ca-central-1
x2idn.metal,128,2048.0,3800,3.5,ca-central-1
m6id.16xlarge,64,256.0,3800,3.5,ca-central-1
c6g.large,2,4.0,N/A,2.5,ca-central-1
c6in.2xlarge,8,16.0,N/A,3.5,ca-central-1
m6idn.xlarge,4,16.0,237,3.5,ca-central-1
m6a.4xlarge,16,64.0,N/A,3.6,ca-central-1
m7i.48xlarge,192,768.0,N/A,3.2,ca-central-1
r7i.12xlarge,48,384.0,N/A,3.2,ca-central-1
inf1.2xlarge,8,16.0,N/A,2.5,ca-central-1
m6g.8xlarge,32,128.0,N/A,2.5,ca-central-1
c5n.18xlarge,72,192.0,N/A,3.4,ca-central-1
r5d.2xlarge,8,64.0,300,3.1,ca-central-1
i4g.16xlarge,64,512.0,15000,2.5,ca-central-1
m6idn.2xlarge,8,32.0,474,3.5,ca-central-1
r7g.8xlarge,32,256.0,N/A,2.6,ca-central-1
c6gd.xlarge,4,8.0,237,2.5,ca-central-1
c6a.xlarge,4,8.0,N/A,3.6,ca-central-1
i4g.2xlarge,8,64.0,1875,2.5,ca-central-1
m6in.4xlarge,16,64.0,N/A,3.5,ca-central-1
r5n.16xlarge,64,512.0,N/A,3.1,ca-central-1
r5ad.large,2,16.0,75,2.2,ca-central-1
i4i.large,2,16.0,468,3.5,ca-central-1
r5b.xlarge,4,32.0,N/A,3.1,ca-central-1
d3.2xlarge,8,64.0,11880,3.1,ca-central-1
m6i.4xlarge,16,64.0,N/A,3.5,ca-central-1
c5.9xlarge,36,72.0,N/A,3.4,ca-central-1
c7g.medium,1,2.0,N/A,2.6,ca-central-1
m4.large,2,8.0,N/A,2.4,ca-central-1
c5a.2xlarge,8,16.0,N/A,3.3,ca-central-1
t4g.small,2,2.0,N/A,2.5,ca-central-1
m6id.metal,128,512.0,7600,3.5,ca-central-1
m6i.metal,128,512.0,N/A,3.5,ca-central-1
r5n.2xlarge,8,64.0,N/A,3.1,ca-central-1
r5b.4xlarge,16,128.0,N/A,3.1,ca-central-1
c5.12xlarge,48,96.0,N/A,3.6,ca-central-1
m6idn.32xlarge,128,512.0,7600,3.5,ca-central-1
c4.2xlarge,8,15.0,N/A,2.9,ca-central-1
m6g.4xlarge,16,64.0,N/A,2.5,ca-central-1
r5d.large,2,16.0,75,3.1,ca-central-1
c6gd.16xlarge,64,128.0,3800,2.5,ca-central-1
m7g.2xlarge,8,32.0,N/A,2.6,ca-central-1
x2idn.32xlarge,128,2048.0,3800,3.5,ca-central-1
i3en.2xlarge,8,64.0,5000,3.1,ca-central-1
m5d.12xlarge,48,192.0,1800,3.1,ca-central-1
r4.8xlarge,32,244.0,N/A,2.3,ca-central-1
i3.8xlarge,32,244.0,7600,2.3,ca-central-1
r6i.12xlarge,48,384.0,N/A,3.5,ca-central-1
m5a.large,2,8.0,N/A,2.5,ca-central-1
m6id.4xlarge,16,64.0,950,3.5,ca-central-1
g5.16xlarge,64,256.0,1900,3.3,ca-central-1
r6gd.8xlarge,32,256.0,1900,2.5,ca-central-1
is4gen.large,2,12.0,1875,2.5,ca-central-1
m7i.xlarge,4,16.0,N/A,3.2,ca-central-1
m5.16xlarge,64,256.0,N/A,3.1,ca-central-1
r5d.metal,96,768.0,3600,3.1,ca-central-1
m6g.12xlarge,48,192.0,N/A,2.5,ca-central-1
c5a.8xlarge,32,64.0,N/A,3.3,ca-central-1
c7g.12xlarge,48,96.0,N/A,2.6,ca-central-1
c7g.large,2,4.0,N/A,2.6,ca-central-1
r5d.8xlarge,32,256.0,1200,3.1,ca-central-1
r5.2xlarge,8,64.0,N/A,3.1,ca-central-1
r5n.8xlarge,32,256.0,N/A,3.1,ca-central-1
m4.10xlarge,40,160.0,N/A,2.4,ca-central-1
c7i.12xlarge,48,96.0,N/A,3.2,ca-central-1
g6.12xlarge,48,192.0,3760,3.4,ca-central-1
c7i.4xlarge,16,32.0,N/A,3.2,ca-central-1
g6.xlarge,4,16.0,250,3.4,ca-central-1
m6idn.24xlarge,96,384.0,5700,3.5,ca-central-1
t2.xlarge,4,16.0,N/A,2.3,ca-central-1
c5.large,2,4.0,N/A,3.4,ca-central-1
m5.large,2,8.0,N/A,3.1,ca-central-1
c7g.metal,64,128.0,N/A,2.6,ca-central-1
x1e.xlarge,4,122.0,120,2.3,ca-central-1
c6g.medium,1,2.0,N/A,2.5,ca-central-1
m5ad.xlarge,4,16.0,150,2.2,ca-central-1
r4.large,2,15.25,N/A,2.3,ca-central-1
m5d.2xlarge,8,32.0,300,3.1,ca-central-1
g4dn.16xlarge,64,256.0,900,2.5,ca-central-1
t2.medium,2,4.0,N/A,2.3,ca-central-1
r6gd.16xlarge,64,512.0,3800,2.5,ca-central-1
r5ad.4xlarge,16,128.0,600,2.2,ca-central-1
i3.16xlarge,64,488.0,15200,2.3,ca-central-1
m6i.xlarge,4,16.0,N/A,3.5,ca-central-1
c5a.16xlarge,64,128.0,N/A,3.3,ca-central-1
c6in.32xlarge,128,256.0,N/A,3.5,ca-central-1
m6gd.8xlarge,32,128.0,1900,2.5,ca-central-1
r6i.metal,128,1024.0,N/A,3.5,ca-central-1
r7g.4xlarge,16,128.0,N/A,2.6,ca-central-1
c6gn.8xlarge,32,64.0,N/A,2.5,ca-central-1
t3a.large,2,8.0,N/A,2.2,ca-central-1
im4gn.4xlarge,16,64.0,7500,2.5,ca-central-1
r5n.xlarge,4,32.0,N/A,3.1,ca-central-1
r7i.large,2,16.0,N/A,3.2,ca-central-1
m7g.medium,1,4.0,N/A,2.6,ca-central-1
d2.4xlarge,16,122.0,24576,2.4,ca-central-1
g5.xlarge,4,16.0,250,3.3,ca-central-1
c6gn.large,2,4.0,N/A,2.5,ca-central-1
g4dn.xlarge,4,16.0,125,2.5,ca-central-1
p3.16xlarge,64,488.0,N/A,2.7,ca-central-1
c5d.metal,96,192.0,3600,3.6,ca-central-1
m6g.16xlarge,64,256.0,N/A,2.5,ca-central-1
g6.2xlarge,8,32.0,450,3.4,ca-central-1
x2iedn.16xlarge,64,2048.0,1900,3.5,ca-central-1
r5.xlarge,4,32.0,N/A,3.1,ca-central-1
m7g.metal,64,256.0,N/A,2.6,ca-central-1
i4i.12xlarge,48,384.0,11250,3.5,ca-central-1
r5.8xlarge,32,256.0,N/A,3.1,ca-central-1
c7g.2xlarge,8,16.0,N/A,2.6,ca-central-1
m7i-flex.4xlarge,16,64.0,N/A,3.2,ca-central-1
m7i.large,2,8.0,N/A,3.2,ca-central-1
m4.2xlarge,8,32.0,N/A,2.4,ca-central-1
r7i.xlarge,4,32.0,N/A,3.2,ca-central-1
m6in.xlarge,4,16.0,N/A,3.5,ca-central-1
m6in.large,2,8.0,N/A,3.5,ca-central-1
t4g.micro,2,1.0,N/A,2.5,ca-central-1
c6a.4xlarge,16,32.0,N/A,3.6,ca-central-1
r5ad.16xlarge,64,512.0,2400,2.5,ca-central-1
r5.12xlarge,48,384.0,N/A,3.1,ca-central-1
x1e.16xlarge,64,1952.0,1920,2.3,ca-central-1
r6g.xlarge,4,32.0,N/A,2.5,ca-central-1
t4g.xlarge,4,16.0,N/A,2.5,ca-central-1
c6id.12xlarge,48,96.0,2850,3.5,ca-central-1
c5d.xlarge,4,8.0,100,3.4,ca-central-1
m6idn.metal,128,512.0,7600,3.5,ca-central-1
g6.16xlarge,64,256.0,1880,3.4,ca-central-1
x2idn.16xlarge,64,1024.0,1900,3.5,ca-central-1
g4ad.16xlarge,64,256.0,2400,3.0,ca-central-1
m6a.16xlarge,64,256.0,N/A,3.6,ca-central-1
r5b.16xlarge,64,512.0,N/A,3.1,ca-central-1
im4gn.large,2,8.0,937,2.5,ca-central-1
c5n.metal,72,192.0,N/A,3.4,ca-central-1
r5ad.xlarge,4,32.0,150,2.2,ca-central-1
c6id.metal,128,256.0,7600,3.5,ca-central-1
m5.2xlarge,8,32.0,N/A,3.1,ca-central-1
c6gn.2xlarge,8,16.0,N/A,2.5,ca-central-1
m7i-flex.8xlarge,32,128.0,N/A,3.2,ca-central-1
c6in.4xlarge,16,32.0,N/A,3.5,ca-central-1
c5.2xlarge,8,16.0,N/A,3.4,ca-central-1
m5ad.24xlarge,96,384.0,3600,2.2,ca-central-1
i3.large,2,15.25,475,2.3,ca-central-1
m6g.2xlarge,8,32.0,N/A,2.5,ca-central-1
c6g.4xlarge,16,32.0,N/A,2.5,ca-central-1
m6gd.2xlarge,8,32.0,474,2.5,ca-central-1
d2.xlarge,4,30.5,6144,2.4,ca-central-1
c6gd.8xlarge,32,64.0,1900,2.5,ca-central-1
t2.nano,1,0.5,N/A,2.4,ca-central-1
g6.4xlarge,16,64.0,600,3.4,ca-central-1
c6a.2xlarge,8,16.0,N/A,3.6,ca-central-1
r6g.2xlarge,8,64.0,N/A,2.5,ca-central-1
t3.small,2,2.0,N/A,2.5,ca-central-1
r4.4xlarge,16,122.0,N/A,2.3,ca-central-1
i3.metal,72,512.0,15200,2.3,ca-central-1
c6gd.2xlarge,8,16.0,474,2.5,ca-central-1
m6a.8xlarge,32,128.0,N/A,3.6,ca-central-1
c6g.8xlarge,32,64.0,N/A,2.5,ca-central-1
m7i.metal-48xl,192,768.0,N/A,3.2,ca-central-1
m6i.2xlarge,8,32.0,N/A,3.5,ca-central-1
g4dn.4xlarge,16,64.0,225,2.5,ca-central-1
c5d.9xlarge,36,72.0,900,3.4,ca-central-1
c6gd.large,2,4.0,118,2.5,ca-central-1
g4dn.8xlarge,32,128.0,900,2.5,ca-central-1
p3.8xlarge,32,244.0,N/A,2.7,ca-central-1
c5n.xlarge,4,10.5,N/A,3.4,ca-central-1
m5ad.16xlarge,64,256.0,2400,2.5,ca-central-1
r5n.large,2,16.0,N/A,3.1,ca-central-1
m7i-flex.xlarge,4,16.0,N/A,3.2,ca-central-1
c6gd.medium,1,2.0,59,2.5,ca-central-1
r5d.12xlarge,48,384.0,1800,3.1,ca-central-1
m6id.8xlarge,32,128.0,1900,3.5,ca-central-1
gr6.8xlarge,32,256.0,900,3.4,ca-central-1
r6i.8xlarge,32,256.0,N/A,3.5,ca-central-1
r7g.12xlarge,48,384.0,N/A,2.6,ca-central-1
m6in.8xlarge,32,128.0,N/A,3.5,ca-central-1
r7i.48xlarge,192,1536.0,N/A,3.2,ca-central-1
r6i.2xlarge,8,64.0,N/A,3.5,ca-central-1
m6i.12xlarge,48,192.0,N/A,3.5,ca-central-1
r7i.24xlarge,96,768.0,N/A,3.2,ca-central-1
inf1.24xlarge,96,192.0,N/A,2.5,ca-central-1
m6g.medium,1,4.0,N/A,2.5,ca-central-1
r5b.8xlarge,32,256.0,N/A,3.1,ca-central-1
r7g.large,2,16.0,N/A,2.6,ca-central-1
m6a.32xlarge,128,512.0,N/A,3.6,ca-central-1
g5.8xlarge,32,128.0,900,3.3,ca-central-1
m6idn.8xlarge,32,128.0,1900,3.5,ca-central-1
c6a.large,2,4.0,N/A,3.6,ca-central-1
m5a.12xlarge,48,192.0,N/A,2.5,ca-central-1
c6gd.4xlarge,16,32.0,950,2.5,ca-central-1
r7g.16xlarge,64,512.0,N/A,2.6,ca-central-1
d3.4xlarge,16,128.0,23760,3.1,ca-central-1
x2iedn.24xlarge,96,3072.0,2850,3.5,ca-central-1
m6id.24xlarge,96,384.0,5700,3.5,ca-central-1
g4ad.xlarge,4,16.0,150,3.0,ca-central-1
r5a.8xlarge,32,256.0,N/A,2.5,ca-central-1
m6a.12xlarge,48,192.0,N/A,3.6,ca-central-1
r5a.24xlarge,96,768.0,N/A,2.5,ca-central-1
i3en.large,2,16.0,1250,3.1,ca-central-1
r6i.32xlarge,128,1024.0,N/A,3.5,ca-central-1
c6i.xlarge,4,8.0,N/A,3.5,ca-central-1
c5a.large,2,4.0,N/A,3.3,ca-central-1
m5d.4xlarge,16,64.0,600,3.1,ca-central-1
m7i.12xlarge,48,192.0,N/A,3.2,ca-central-1
im4gn.16xlarge,64,256.0,30000,2.5,ca-central-1
r5n.metal,96,768.0,N/A,3.1,ca-central-1
gr6.4xlarge,16,128.0,600,3.4,ca-central-1
c6id.4xlarge,16,32.0,950,3.5,ca-central-1
m6a.xlarge,4,16.0,N/A,3.6,ca-central-1
i3en.metal,96,768.0,60000,3.1,ca-central-1
m6in.2xlarge,8,32.0,N/A,3.5,ca-central-1
t2.small,1,2.0,N/A,2.5,ca-central-1
r6g.metal,64,512.0,N/A,2.5,ca-central-1
i3.2xlarge,8,61.0,1900,2.3,ca-central-1
c6i.metal,128,256.0,N/A,3.5,ca-central-1
m6gd.large,2,8.0,118,2.5,ca-central-1
c7i.48xlarge,192,384.0,N/A,3.2,ca-central-1
m6a.24xlarge,96,384.0,N/A,3.6,ca-central-1
m5a.24xlarge,96,384.0,N/A,2.5,ca-central-1
c6id.2xlarge,8,16.0,474,3.5,ca-central-1
c6id.xlarge,4,8.0,237,3.5,ca-central-1
i3en.xlarge,4,32.0,2500,3.1,ca-central-1
m6id.large,2,8.0,118,3.5,ca-central-1
g5.48xlarge,192,768.0,7600,3.3,ca-central-1
is4gen.medium,1,6.0,937,2.5,ca-central-1
i4i.32xlarge,128,1024.0,30000,3.5,ca-central-1
r6gd.12xlarge,48,384.0,2850,2.5,ca-central-1
i3.4xlarge,16,122.0,3800,2.3,ca-central-1
r7i.4xlarge,16,128.0,N/A,3.2,ca-central-1
t3a.nano,2,0.5,N/A,2.2,ca-central-1
m7i.4xlarge,16,64.0,N/A,3.2,ca-central-1
m7i-flex.large,2,8.0,N/A,3.2,ca-central-1
c6g.2xlarge,8,16.0,N/A,2.5,ca-central-1
m6idn.16xlarge,64,256.0,3800,3.5,ca-central-1
is4gen.8xlarge,32,192.0,30000,2.5,ca-central-1
x2iedn.32xlarge,128,4096.0,3800,3.5,ca-central-1
x1.32xlarge,128,1952.0,3840,2.3,ca-central-1
m5a.xlarge,4,16.0,N/A,2.5,ca-central-1
i4i.xlarge,4,32.0,937,3.5,ca-central-1
x2iedn.8xlarge,32,1024.0,950,3.5,ca-central-1
c6i.12xlarge,48,96.0,N/A,3.5,ca-central-1
x1e.4xlarge,16,488.0,480,2.3,ca-central-1
r6i.large,2,16.0,N/A,3.5,ca-central-1
t3a.micro,2,1.0,N/A,2.2,ca-central-1
c6gd.12xlarge,48,96.0,2850,2.5,ca-central-1
i4i.8xlarge,32,256.0,7500,3.5,ca-central-1
i3en.6xlarge,24,192.0,15000,3.1,ca-central-1
c6in.metal,128,256.0,N/A,3.5,ca-central-1
t3a.xlarge,4,16.0,N/A,2.2,ca-central-1
c5.18xlarge,72,144.0,N/A,3.4,ca-central-1
g4dn.2xlarge,8,32.0,225,2.5,ca-central-1
m6a.48xlarge,192,768.0,N/A,3.6,ca-central-1
c6g.metal,64,128.0,N/A,2.5,ca-central-1
t4g.nano,2,0.5,N/A,2.5,sa-east-1
i3en.3xlarge,12,96.0,7500,3.1,sa-east-1
c6a.16xlarge,64,128.0,N/A,3.6,sa-east-1
m6gd.xlarge,4,16.0,237,2.5,sa-east-1
c6i.2xlarge,8,16.0,N/A,3.5,sa-east-1
m6a.large,2,8.0,N/A,3.6,sa-east-1
i4i.16xlarge,64,512.0,15000,3.5,sa-east-1
c6a.32xlarge,128,256.0,N/A,3.6,sa-east-1
m5ad.12xlarge,48,192.0,1800,2.2,sa-east-1
r6g.16xlarge,64,512.0,N/A,2.5,sa-east-1
c7g.16xlarge,64,128.0,N/A,2.6,sa-east-1
c6in.xlarge,4,8.0,N/A,3.5,sa-east-1
m5ad.4xlarge,16,64.0,600,2.2,sa-east-1
i3en.24xlarge,96,768.0,60000,3.1,sa-east-1
m6id.12xlarge,48,192.0,2850,3.5,sa-east-1
r6g.8xlarge,32,256.0,N/A,2.5,sa-east-1
r5ad.24xlarge,96,768.0,3600,2.2,sa-east-1
m4.4xlarge,16,64.0,N/A,2.4,sa-east-1
r5n.12xlarge,48,384.0,N/A,3.1,sa-east-1
c6in.24xlarge,96,192.0,N/A,3.5,sa-east-1
c7i-flex.8xlarge,32,64.0,N/A,3.2,sa-east-1
c7i.8xlarge,32,64.0,N/A,3.2,sa-east-1
m5d.8xlarge,32,128.0,1200,3.1,sa-east-1
c5n.2xlarge,8,21.0,N/A,3.4,sa-east-1
c5d.large,2,4.0,50,3.4,sa-east-1
r6gd.xlarge,4,32.0,237,2.5,sa-east-1
c5ad.12xlarge,48,96.0,1800,3.3,sa-east-1
x2iedn.xlarge,4,128.0,118,3.5,sa-east-1
r7i.metal-48xl,192,1536.0,N/A,3.2,sa-east-1
m5a.2xlarge,8,32.0,N/A,2.5,sa-east-1
c4.8xlarge,36,60.0,N/A,2.9,sa-east-1
c6gd.metal,64,128.0,3800,2.5,sa-east-1
c7i.2xlarge,8,16.0,N/A,3.2,sa-east-1
m5zn.2xlarge,8,32.0,N/A,4.5,sa-east-1
m6id.xlarge,4,16.0,237,3.5,sa-east-1
m5zn.6xlarge,24,96.0,N/A,4.5,sa-east-1
inf2.48xlarge,192,768.0,N/A,3.6,sa-east-1
c5ad.24xlarge,96,192.0,3800,3.3,sa-east-1
i4i.24xlarge,96,768.0,22500,3.5,sa-east-1
c6i.8xlarge,32,64.0,N/A,3.5,sa-east-1
c6g.16xlarge,64,128.0,N/A,2.5,sa-east-1
m5.8xlarge,32,128.0,N/A,3.1,sa-east-1
i3en.12xlarge,48,384.0,30000,3.1,sa-east-1
t2.2xlarge,8,32.0,N/A,2.3,sa-east-1
g5.2xlarge,8,32.0,450,3.3,sa-east-1
r6gd.medium,1,8.0,59,2.5,sa-east-1
r5b.12xlarge,48,384.0,N/A,3.1,sa-east-1
c6a.24xlarge,96,192.0,N/A,3.6,sa-east-1
m5a.16xlarge,64,256.0,N/A,2.5,sa-east-1
m7i.metal-24xl,96,384.0,N/A,3.2,sa-east-1
m5zn.large,2,8.0,N/A,4.5,sa-east-1
x1.16xlarge,64,976.0,1920,2.3,sa-east-1
r5.24xlarge,96,768.0,N/A,3.1,sa-east-1
m7i.16xlarge,64,256.0,N/A,3.2,sa-east-1
m6id.2xlarge,8,32.0,474,3.5,sa-east-1
m7gd.xlarge,4,16.0,237,2.6,sa-east-1
r4.16xlarge,64,488.0,N/A,2.3,sa-east-1
m6i.large,2,8.0,N/A,3.5,sa-east-1
m5a.4xlarge,16,64.0,N/A,2.5,sa-east-1
inf2.8xlarge,32,128.0,N/A,3.6,sa-east-1
t1.micro,1,0.6123046875,N/A,N/A,sa-east-1
m2.4xlarge,8,68.3994140625,1680,N/A,sa-east-1
c5ad.4xlarge,16,32.0,600,3.3,sa-east-1
x1e.8xlarge,32,976.0,960,2.3,sa-east-1
c6i.large,2,4.0,N/A,3.5,sa-east-1
c7g.8xlarge,32,64.0,N/A,2.6,sa-east-1
r6g.medium,1,8.0,N/A,2.5,sa-east-1
m5d.xlarge,4,16.0,150,3.1,sa-east-1
m6a.2xlarge,8,32.0,N/A,3.6,sa-east-1
m7gd.large,2,8.0,118,2.6,sa-east-1
g5.4xlarge,16,64.0,600,3.3,sa-east-1
r5a.2xlarge,8,64.0,N/A,2.5,sa-east-1
m6gd.medium,1,4.0,59,2.5,sa-east-1
c3.8xlarge,32,60.0,640,2.8,sa-east-1
m7i.24xlarge,96,384.0,N/A,3.2,sa-east-1
x1e.32xlarge,128,3904.0,3840,2.3,sa-east-1
r5a.xlarge,4,32.0,N/A,2.5,sa-east-1
c6id.24xlarge,96,192.0,5700,3.5,sa-east-1
c6gn.16xlarge,64,128.0,N/A,2.5,sa-east-1
r3.large,2,15.0,32,2.5,sa-east-1
m7gd.16xlarge,64,256.0,3800,2.6,sa-east-1
g6.24xlarge,96,384.0,3760,3.4,sa-east-1
m6gd.12xlarge,48,192.0,2850,2.5,sa-east-1
c5n.large,2,5.25,N/A,3.4,sa-east-1
m6gd.4xlarge,16,64.0,950,2.5,sa-east-1
m7i.8xlarge,32,128.0,N/A,3.2,sa-east-1
c4.4xlarge,16,30.0,N/A,2.9,sa-east-1
r6g.large,2,16.0,N/A,2.5,sa-east-1
m7g.large,2,8.0,N/A,2.6,sa-east-1
c6a.48xlarge,192,384.0,N/A,3.6,sa-east-1
c6i.4xlarge,16,32.0,N/A,3.5,sa-east-1
m7g.4xlarge,16,64.0,N/A,2.6,sa-east-1
x2iedn.2xlarge,8,256.0,237,3.5,sa-east-1
c6i.32xlarge,128,256.0,N/A,3.5,sa-east-1
r6gd.2xlarge,8,64.0,474,2.5,sa-east-1
r6i.xlarge,4,32.0,N/A,3.5,sa-east-1
c3.large,2,3.75,32,2.8,sa-east-1
c5.4xlarge,16,32.0,N/A,3.4,sa-east-1
x1e.2xlarge,8,244.0,240,2.3,sa-east-1
c6id.8xlarge,32,64.0,1900,3.5,sa-east-1
r7g.xlarge,4,32.0,N/A,2.6,sa-east-1
c5ad.xlarge,4,8.0,150,3.3,sa-east-1
